created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-05-29 20:42:02+00:00,"RT @ShivAroor: I could be wrong, but this looks like you (ISB) were okay with her stated Twitter bio while things were “good” since it look…",only_abhishek,gurgaon india,"I am a Software Developer by profession, a true Indian by birth, a hindu by heart, and a political analyst by choice.",153,124,35411,False,"I could be wrong, but this looks like you (ISB) were okay with her stated Twitter bio while things were “good” since it looked good on you, and now that shit has hit the fan, you’re scrambling for cover. https://t.co/RG49IYfDiI"
2020-05-29 20:42:08+00:00,"RT @peta: Remember that #COVID19 originated from killing animals and it is now infecting slaughterhouse employees across the nation.

Killi…",aamirkhan_v2,india,Reinstalling the faith one more time...,10,69,448,False,"Remember that #COVID19 originated from killing animals and it is now infecting slaughterhouse employees across the nation.

Killing animals kills us all. https://t.co/fLOHrCGXSS https://t.co/ynt0MP52Vk"
2020-05-29 20:42:10+00:00,"RT @nsui: We are committed to help each and every single person who has been affected due to lockdown, we will continue our spirit of #Lade…",FaizanK61779117,delhi india,architect (interior designer),185,371,5340,False,"We are committed to help each and every single person who has been affected due to lockdown, we will continue our spirit of #LadengeAurJeetenge in this fight against #Covid_19 https://t.co/thQB0dGzcm"
2020-05-29 20:42:12+00:00,RT @anusharavi10: International &amp; interstate travellers arriving in Karnataka by air and rail will have to shell out Rs 650 for pool testin…,manojjose,india,Liberal | Hydraulic Engineer | Travels to eat | Loves humour.,379,1361,12115,False,"International &amp; interstate travellers arriving in Karnataka by air and rail will have to shell out Rs 650 for pool testing at Pvt labs for #COVID19. 
@DHFWKA order lists out pvt labs that have agreed to conduct pool testing. Also lists out limitations of quarantine facilities https://t.co/hQsfIUMWhW"
2020-05-29 20:42:13+00:00,RT @Rockingguy30: @Tiger3485 @aavishhkar @SonuSood @iamsrk @BeingSalmanKhan @akshaykumar @SonuSood sir i am a migrant worker in Bhiwandi no…,vkrmvivek,pune india,Believes in karma and understands that happiness is soul of life.Big time moviebuff for all kind of movies and tv series.,112,614,3391,False,@Tiger3485 @aavishhkar @SonuSood @iamsrk @BeingSalmanKhan @akshaykumar @SonuSood sir i am a migrant worker in Bhiwandi now.  Ex-servicemen. Hailing from Pondicherry.  I could not go to pondy.  Give me some job. So that i can servive till lockdown lifted.  Please.  Jai Hind. HP:8680003485. Pl DM - this what he wrote in first tweet.
2020-05-29 20:42:14+00:00,"RT @blsanthosh: Railways is running Corona Virus train not Shramik train . these are the words of @@MamataOfficial ,CM of West Bengal on pe…",VivekSaxena82,neemrana india,"MBA Finance (IBS Hyderabad)
MSc  Mathematics",197,1116,29102,False,"Railways is running Corona Virus train not Shramik train . these are the words of @@MamataOfficial ,CM of West Bengal on people returning back to state . She arranged train on her own for Ajmer yatris. no tantrums then . She wants remittances of these Shramiks but not them ."
2020-05-29 20:42:16+00:00,"While in the process of eradication of Covid-19, let's come together and pledge for the eradication of Injustice, Racism, Casteism, Brutality &amp; Violence and make this planet sustainable for human civilization.",hendre_sidharth,pune india,LIBERTY. EQUALITY. FRATERNITY. JUSTICE.,23,98,21,False,
2020-05-29 20:42:18+00:00,"@Alyssafarah @IvankaTrump @SecretarySonny Look at this tweet of Chinese officer sitting in Beijing. He literally accused US for spreading COVID 19.

How on earth he using Twitter in Beijing when it is banned in China.

And on top of it no action by Twitter against his account.

Twitter is a weapon of China against US. https://t.co/1wnETJBVd4",abhishekanand_g,new delhi india,PROUD TO BE INDIAN🤘🤘,383,2992,20194,False,
2020-05-29 20:42:21+00:00,RT @AnuradhaTdp: The people of AP are 'shocked' to see their power bills this month. If #Coronavirus was not enough to deprive them of thei…,balcricfan,hyderabad india,#TDPTwitter,282,615,21965,False,"The people of AP are 'shocked' to see their power bills this month. If #Coronavirus was not enough to deprive them of their livelihood, the power bills are getting them to take loans from others  

#1YearOfMassDestruction https://t.co/QQ6sY4Yz9Z"
2020-05-29 20:42:21+00:00,"RT @Shubhrastha: Congressi @ABHIJIT_LS &amp;Gundai Famous RJD leader @yadavtejashwi discussing the possibility of ‘meeting people’!

Gents, we…",sateeshc0101,new delhi india,,386,1187,47654,False,"Congressi @ABHIJIT_LS &amp;Gundai Famous RJD leader @yadavtejashwi discussing the possibility of ‘meeting people’!

Gents, we are in a lockdown! The pandemonium created during this pandemic while ‘meeting people’ while the uneducated one among you politicised a tragedy is deplorable! https://t.co/lOvRE1h0XW"
2020-05-29 20:42:24+00:00,"RT @CNNnews18: According to the survey conducted by NGO ActionAid on 177 workers, who had returned from various parts of the country to 15…",rohitsinghmum,mumbai india,#thinker #predator #traveler #withyou #freedom,76,680,11908,False,"According to the survey conducted by NGO ActionAid on 177 workers, who had returned from various parts of the country to 15 districts of Bihar amid the Covid-19 lockdown, none of them reported getting any cash assistance while stranded.

https://t.co/BWgei3AvbZ"
2020-05-29 20:42:26+00:00,"RT @AdityaRajKaul: #BREAKING: US President Donald Trump says, US is today terminating relationship entirely with @WHO. #COVID19",trader_ram,new delhi india,"Trader, 22,
Hindu Nationalist
💰💸🕉️🇮🇳",35,418,1872,False,"#BREAKING: US President Donald Trump says, US is today terminating relationship entirely with @WHO. #COVID19"
2020-05-29 20:42:27+00:00,Video reveals life inside post-lockdown school https://t.co/tHZXeVLtdr,NewsEverything_,india,News Everything provides 24/7 coverage of breaking news stories from hundreds of sources across a variety of platforms.,639,1289,28141,False,
2020-05-29 20:42:29+00:00,"@Robert_Aderholt @IvankaTrump @realDonaldTrump @NAAgriplex @USDA @SecretarySonny Look at this tweet of Chinese officer sitting in Beijing. He literally accused US for spreading COVID 19.

How on earth he using Twitter in Beijing when it is banned in China.

And on top of it no action by Twitter against his account.

Twitter is a weapon of China against US. https://t.co/1oVU8TZMuU",abhishekanand_g,new delhi india,PROUD TO BE INDIAN🤘🤘,383,2992,20194,False,
2020-05-29 20:42:31+00:00,RT @INCIndia: Corruption - something that Modiji promised to eradicate but failed to control even in his own party during a pandemic. https…,SYadavJabalpur,jabalpur india,"MLA, Bargi Constituency Jabalpur M.P. Indian National Congress.
Farmer, Entrepreneur, Whistleblower Maa Narmada Bachao Abhiyan. Jai Hind 🇮🇳",1869,956,3295,False,Corruption - something that Modiji promised to eradicate but failed to control even in his own party during a pandemic. https://t.co/UzlaFBu9dZ
2020-05-29 20:42:34+00:00,"RT @the_hindu: #Coronavirus | India registered its highest single-day increase in new COVID-19 cases on Friday, with 7,466 cases and 175 de…",THMumbai,mumbai maharashtra india,The official Twitter account of The Hindu in Mumbai. Follow us for breaking news and updates about the city. Also on https://t.co/JxdG2peeGj,21033,1085,39255,True,"#Coronavirus | India registered its highest single-day increase in new COVID-19 cases on Friday, with 7,466 cases and 175 deaths reported in the past 24 hours, according to the figures released by the Union Health Ministry.

https://t.co/7bgpl7hrII"
2020-05-29 20:42:39+00:00,"RT @IAF_MCC: Indian Air Force in the service of the Nation, Always.
Jai Hind!",RaiSahab20,new delhi india,"ऊं  कट्टर हिंदूत्ववादी​।कक्षा नौवीं से लेकर डॉक्टरेट की उपाधि तक अखिल भारतीय विद्यार्थी परिषद का सदस्य।कट्टर राष्ट्रवादी 🇮🇳 
मेरा PM मेरा अभिमान।",5345,363,347787,False,"Indian Air Force in the service of the Nation, Always.
Jai Hind! https://t.co/hSEtCis0Ey"
2020-05-29 20:42:41+00:00,RT @MRCCAndheriE: Pvt hospitals should have Capping Amount for Corona Treatment. But then also it's unaffordable for common ppl. @OfficeofU…,pankajjmiishra,mumbai india,"A Proud Indian 🇮🇳 & Brahmin. An IT Graduate. Member of @ProfCong. Assembly G.S-@IYC.
ex-SM Coordinator for @INCMumbai.A Warrior agnst Jehadis & Sanghis.",508,491,13473,False,"Pvt hospitals should have Capping Amount for Corona Treatment. But then also it's unaffordable for common ppl. @OfficeofUT @AUThackeray @rajeshtope11 

How can this become affordable for us???
Can govt intervene &amp; stop this loot by pvt hospitals?
@AshokChavanINC @sanjaynirupam"
2020-05-29 20:42:42+00:00,RT @KanwardeepsTOI: Biggest story of day from UP. A poor man ended his life by jumping in front of moving train. Leaves behind a gut-wrench…,Zainab_216,india,"To find yourself, think for yourself ...",1792,912,23524,False,"Biggest story of day from UP. A poor man ended his life by jumping in front of moving train. Leaves behind a gut-wrenching suicide note. Unemployed, Piling debt, ailing mother, no help from govt during lockdown. Claims family doesn't have enough for his last rites.
@Benarasiyaa https://t.co/eWk7chJlzC"
2020-05-29 20:42:42+00:00,"RT @GauravPandhi: ▪️Fake testing kits scam at Center
▪️Ventilator Scam in Gujarat
▪️PPE Scam in Himachal

Be it at center or in the states,…",GautamK2606,pune india,"Views are personal and not of my employer.
Retweets are not endorsements",300,3266,11662,False,"▪️Fake testing kits scam at Center
▪️Ventilator Scam in Gujarat
▪️PPE Scam in Himachal

Be it at center or in the states, wherever BJP is in power they have done scams taking advantage of Covid19 crisis. In most of the states they are even hiding Covid19 numbers. 
#भ्रष्टाचारीBJP"
2020-05-29 20:42:43+00:00,"RT @SaketGokhale: Due to Modi’s abrupt lockdown announcement with ZERO notice, banks outsourcing to India were forced to shut call centers…",nasirkureshi,maharashtra india,"By Birth and By Heart Indian, Gandhian & Ambedkarwadi.
BLOCKED by Kiran Bedi, Rajat Sharma, Bagga, Navin Jayhind

नारंगी खटमल दूर रहें।",3916,1060,45158,False,"Due to Modi’s abrupt lockdown announcement with ZERO notice, banks outsourcing to India were forced to shut call centers &amp; other operations overnight.

For 1 man’s desire to act like a dictator at 8pm, lakhs of jobs will be lost as these companies now look to move elsewhere. https://t.co/n1zwzY32WY"
2020-05-29 20:42:44+00:00,"RT @subhash_kak: China is dominating the news these days, what with Covid-19, South China Sea, and Ladakh.

Here's an earlier age when Indi…",Bhalanetra,allhabad india,,92,344,2902,False,"China is dominating the news these days, what with Covid-19, South China Sea, and Ladakh.

Here's an earlier age when Indian scholars help shape the nature of Chinese Buddhism:

https://t.co/46FPlY9deD"
2020-05-29 20:42:51+00:00,"RT @airnewsalerts: US President Donald Trump announces that the US is terminating its relationship with the WHO.

Trump says the World need…",rajendra_chund,rajsamand india,में की भावना को त्याग कर हम की भावना को अपनाने से ही जीवन में आगे बढ़ा जा सकता है ।,222,3438,14890,False,"US President Donald Trump announces that the US is terminating its relationship with the WHO.

Trump says the World needs answers from China on the Virus.

#Video:The White House https://t.co/yyHbzKo0Vd"
2020-05-29 20:42:54+00:00,RT @swatic12: Insaan lockdown main hain aur tidde world tour par,pk_phalu99,ahmadabad city india,oceans...❤️..,254,465,3375,False,Insaan lockdown main hain aur tidde world tour par
2020-05-29 20:43:00+00:00,(Labour Ministry To Collect Data On Job Losses Due To COVID-19 Crisis) https://t.co/qHGHPBoWgc,the24x7news,delhi india,"THE 24X7 NEWS BY YOGRAAJ SHARMA, EDITOR IN CHIEF, AAJ KI DELHI ONLINE MAGAZINE AND BLOG.  
PRODUCER DIRECTOR - YOGRAJ FILMS.
WHATSAPP- 7011490810",1883,2595,14423,False,
2020-05-29 20:43:02+00:00,RT @minu_jain: The victim of this violent crime still awaits govt compensation. The lockdown + his persistent injuries have had a debilitat…,TheBoss85831278,mumbai india,Be Human,300,1285,29985,False,"The victim of this violent crime still awaits govt compensation. The lockdown + his persistent injuries have had a debilitating effect on his ability to earn a decent living.
At this moment, he requires financial assistance to support his family.
If you can contribute, pls DM me https://t.co/5RX9rS51xh"
2020-05-29 20:43:08+00:00,RT @DiscourseDancer: A well researched thread. Thanks for writing.,srimusicindia,bombay india,"Indie singer-songwriter. New single, #LoveDate (lockdown version), out on SoundCloud. 🔗⬇️",122,228,8245,False,A well researched thread. Thanks for writing. https://t.co/J4rxh1hlnC
2020-05-29 20:43:12+00:00,"RT @zainabsikander: None of this is normal.
1. Pandemic
2. Cyclone
3. Locusts
4. Dust storms
5. Earthquakes

These are not just mere coinci…",northernwolfie,bijnor india,Sapiosexual,32,90,839,False,"None of this is normal.
1. Pandemic
2. Cyclone
3. Locusts
4. Dust storms
5. Earthquakes

These are not just mere coincidences.
Introspect.
Repent.
A higher power is telling us something."
2020-05-29 20:43:16+00:00,"RT @mayukhrghosh: If she thinks #ShramikExpress is #CoronaExpress, what is this ? A Corona Bus? No. We won't call it a Corona bus. It's ins…",the_Dead_guru,ayodhya india,"Supreme Leader of The Democratic Republic of North Korea।। Naa samman ka moh, Naa apmaan ka bhay ।। parody ।। राष्ट्रहित सर्वोपरि 🚩",124,424,539,False,"If she thinks #ShramikExpress is #CoronaExpress, what is this ? A Corona Bus? No. We won't call it a Corona bus. It's insensitive. People plying are helpless and doing so bcoz of lack of buses &amp; to save jobs. 

Scenes from Kolkata, WB051319, Baghbazar route https://t.co/nDukiisIOB"
2020-05-29 20:43:18+00:00,"@IvankaTrump Look at this tweet of Chinese officer sitting in Beijing. He literally accused US for spreading COVID 19.

How on earth he using Twitter in Beijing when it is banned in China.

And on top of it no action by Twitter against his account.

Twitter is a weapon of China against US. https://t.co/jkZKeTqvTf",abhishekanand_g,new delhi india,PROUD TO BE INDIAN🤘🤘,383,2992,20194,False,
2020-05-29 20:43:24+00:00,"RT @FinancialXpress: US President #DonaldTrump blames #China for #COVID19 deaths, says US terminating relationship with #WHO:

He also anno…",sadityasiwal,new delhi india,🙂,526,697,139562,False,"US President #DonaldTrump blames #China for #COVID19 deaths, says US terminating relationship with #WHO:

He also announced that the US will end special treatment of #HongKong in response to Chinese imposition of new controls.

https://t.co/QLcWC0ytzk"
2020-05-29 20:43:26+00:00,@sultan_azmath Yes one is covid and from other side islamic terrorism,bharathnair25,trivandrum india,"CHATTERED ACCOUNTANCY STUDENT
 
JACK OF ALL TRADES, MASTER OF NONE, 

TRUE PATRIOT, WORLD ECONOMICAL AND POLITICAL ENTHUSIAST",51,150,62,False,
2020-05-29 20:43:27+00:00,"RT @PiyushGoyal: Railways appeals to everyone to refrain from spreading unverified news, specially during times of COVID-19.

No Shramik Tr…",ModiSirCar,india,"Sickular and Liberals Stay Away ☠️
#IndiaFirst 🇮🇳
Bhakt of Shree Ram and follower of All Ram Bhakts
Believe in Sanghathan me Shakti 🚩",562,597,1368,False,"Railways appeals to everyone to refrain from spreading unverified news, specially during times of COVID-19.

No Shramik Train has taken 9 days to reach. Additionally, trains have not lost their way, but 71 out of 3,840 of them were diverted to avoid congested track of UP &amp; Bihar. https://t.co/UfidOUEYX6"
2020-05-29 20:43:29+00:00,"RT @MahilaCongress: On the frontline👏

India women's national football team midfielder Indumathi Kathiresan is busy patrolling the streets…",ShamimA80525612,lucknow india,"अपनी मर्ज़ी के ख़िलाफ़ #बातें सुनने का हौसला पैदा कीजिये,
इस तरह आपको कुछ #नया सुनने को मिलेगा.
.
😃😃😃",442,779,5854,False,"On the frontline👏

India women's national football team midfielder Indumathi Kathiresan is busy patrolling the streets of Chennai, in her khaki uniform.

The 25-year-old is a police inspector &amp; is reporting for duty during this coronavirus crisis. 

We salute her commitment. https://t.co/jGKUznJlWs"
2020-05-29 20:43:31+00:00,"RT @the_hindu: #Coronavirus | India registered its highest single-day increase in new COVID-19 cases on Friday, with 7,466 cases and 175 de…",ikalania121,mumbai india,"Proud Indian Youth. #Weather #Music #Movies #Politics. Just love #Rains ☔ I Am Weather Enthusiast, #NatureLover, RTs Are Not Endorsements.",127,110,14592,False,"#Coronavirus | India registered its highest single-day increase in new COVID-19 cases on Friday, with 7,466 cases and 175 deaths reported in the past 24 hours, according to the figures released by the Union Health Ministry.

https://t.co/7bgpl7hrII"
2020-05-29 20:43:38+00:00,"US terminates its relationship with @WHO, terming it as controlled by China, along with withdrawing special status accorded to Hong Kong. Does it augur a change in the global world order? #China #HongKong #WorldHealthOrganization https://t.co/eKixROQcKj",rajubarthakur,assam india,Abecederian of Life || Social Media Enthusiast || Bibliophile || Travel Buff || Learner of Things (LoT) ||,431,213,2045,False,
2020-05-29 20:43:41+00:00,"RT @ReutersScience: South Korea reported 79 new coronavirus cases, the most in nearly eight weeks, triggering the return of tougher social…",bhramvadini,india,"Bhramin, Hindu, non-secular kid of a secular bureaucrat. London School of Economics, if that pleases.",810,162,5981,False,"South Korea reported 79 new coronavirus cases, the most in nearly eight weeks, triggering the return of tougher social distancing curbs amid the specter of a second wave of disease in a country praised for containing the first outbreak https://t.co/pnDYSCHdwX https://t.co/yRZCDJQwUi"
2020-05-29 20:43:50+00:00,"RT @VK18_ABD17: Why do BJP leaders get admitted to a private hospital when they are Corona +ve? 

Is there no faith in Modi ji's developmen…",FahadNouman7,mysore india,,62,187,1043,False,"Why do BJP leaders get admitted to a private hospital when they are Corona +ve? 

Is there no faith in Modi ji's development since 2014? ..??"
2020-05-29 20:43:52+00:00,RT @the_hindu: U.S. President #DonaldTrump said he is terminating the U.S. relationship with the World Health Organization over its handlin…,ikalania121,mumbai india,"Proud Indian Youth. #Weather #Music #Movies #Politics. Just love #Rains ☔ I Am Weather Enthusiast, #NatureLover, RTs Are Not Endorsements.",127,110,14592,False,"U.S. President #DonaldTrump said he is terminating the U.S. relationship with the World Health Organization over its handling of the coronavirus, saying the #WHO had essentially become a puppet organization of China.
https://t.co/CQqBliEV9o"
