,0,1
1529,pos,@RyanSeacrest TAMPA!  So much here - Howl at the Moon/Hard Rock/beaches/'typical' bachelor party clubs. Let me know when you're coming!
1530,neg,footy tournament ruined by an injury 
1531,neg,@Nancy_Michelle oo that sounds soo good!!  I would be at work! Have a margarita for me!!!
1532,neg,Legs are aching a lot today after that run last night 
1533,neg,Summer kick off with suite freedom tonight? Eh.. Still shaken from that dream 
1534,pos,Just got home! I had an swesome time with Romeo 
1535,neg,Stuck in the rain  http://twitpic.com/5olb6
1536,neg,@valenTINERZ save some food for me..im @ starving..still waiting for a bacon egg &amp; cheese 
1537,neg,UP LIKE I AIN'T GOTTA SIT IN CLASS 2MORROW WITH DIS BORING ASS PROFESSOR!! DAMN BREAKS OVER!!     
1538,pos,Scary: 1pos% of my time I spend on Google Reader :O http://wakoopa.com/shtole ~wakoopa's pretty fun to look at every once in a while 
1539,pos,OMG. I feel stupid thanks to mariel. whom I call dog. haha. 
1540,pos,"Michelle made me 2 all beef hot dogs...so so good, but i could only eat 1  "
1541,neg,"really wishes i can not go 2 work 2day, dont enjoy it 1 bit "
1542,neg,"Just heard the figures...$2pos,negnegneg on taxpayers dime for Obama's date night to NY city!!!! "
1543,neg,why does my phone have no service? 
1544,neg,im soooo sad!! i hate this feeling!! 
1545,pos,@goonerjamie thats a good one I like that 
1546,pos,"@chuckshurley Hey there, Chuck BB. How's England? "
1547,pos,@jeflux totally.. i agree 
1548,neg,i miss australia. i miss my friends there. my teachers. everything about it .. i wish i could go back in time 
1549,pos,@AZ_Wildcat17 actually I am pretty lazy on that drying part. Usually just towel dry and clip up when I am in a rush. Most days 
1550,pos,Yay! I've got all my tweets back again - for some reason I really do feel better now 
1551,pos,@Nightwyrm  Yes. I think my choice of adjectives implied that.
1552,neg,@perfectxhell unfortunatly not 
1553,neg,I dont understand this secret code twitter sends messages in 
1554,pos,@maiseyg nothing! just the rain! you woke up at just the right time  how goes your new series?
1555,neg,cute black- but not the Ones..... 
1556,pos,"@mollywood If it's any conciliation, your pink eye would go lovely with that red dress you're wearing in your icon pic   "
1557,pos,"NOMINATED FOR 8 AWARDS?!?! You guys amaze me!!  Oh wow, you all are just awesome! &lt;3 http://www.teenchoiceawards.com/webdev/index.php"
1558,pos,"awee, my mom got me some dark chocolate  what a sweetie pie!  AND my sister is helping me study for my bio. test.  jeeez so much love."
1559,neg,I didn't speed my video up you twats. 
1560,neg,@CookiesAndJava oh dear  Hope your back's feeling a bit better now
1561,neg,@avl9pos Not any more sadly  The 'Bool has been cut is length
1562,neg,@nina_oliver its out of my control dear sister.. Im not driving  im dyin ova here! Lol
1563,neg,its way too hot for soccer practice... 
1564,pos,"Final #followfriday: @Debblues for being the bomb all week at the Gpos booth... Babe, you rocked the house!  Thanks for the booth babe pic! "
1565,pos,TEEN CHOICE AWARDS' neg9  please vote for the 3 amazing stars  @selenagomez @emilyosment and @mileycyrus guys 
1566,pos,good girlllll 
1567,neg,lost my bberry storm last night i set it on top of my car forgot and drove away. SUCKS. i saved for 3 months for that 
1568,pos,@Mhaey Thankyou! 
1569,pos,"In high school, I was voted &quot;the one that marches to the beat of a different drum&quot; haha. I am proud of that. "
1570,pos,"Off the ship and still have my sea legs, I'm walkn around like a drunk ass , wait a couple hours when I am drunk "
1571,pos,@sathyabhat @prolificd Good morning. 
1572,neg,@teamrr Hey - preview those pics before you post! That is a horrible pic of Jamie Mac in the garage! 
1573,pos,"Not my personal picture, but... where I was tonight  http://twitpic.com/5posdn8  @unwigged"
1574,pos,C# tuned for 3 services today and transposed every song on the fly -- taking the New Hope sound to a new level  plenty more to come :-neg
1575,neg,"On the plane,about to take off from Las Vegas,on my way back to Tha D, "
1576,pos,"Is getting a Blackberry Storm. That's the final decision  And ohh.. Got my shopping spree for this month! haha. So, new shoes please! xxx"
1577,pos,susan boyle is gutted. LIKE A FISHHHHH! 
1578,pos,@Karen23neg683 morning  hope u r well.. i'm off to bed soon!
1579,neg,NOOO. We're not staying over our apartment tomorrow  WAAH.
1580,pos,"Birthday was awesome!On video:my daughter opening last gift screaming in joy, &quot;My  Birthday Wish Came True !!&quot;couldn't have been better.  "
1581,pos,"logging off now ladies, will be back at 1negpm, for the mass-tweet  JK watch out we're coming for you "
1582,neg,Is seriously stressing out about this drive. 
1583,neg,Noooooooooooo!!! I just put my iPod Shuffle through the washing machine!!!! RIP Podlette!!! 
1584,pos,peach and mango ice tea.  yummmmmmmmm!
1585,neg,Trying to enjoy my show but I keep having random coughing fits...off to go make some hot tea for my poor throat 
1586,pos,@AlexAllTimeLow the clips of your new songs really make me smile 
1587,neg,Youtube #fail 
1588,neg,Little brother just came home from having foot surgery and is in soo much pain and I feel horrible I can't help him 
1589,pos,@Zoe39 lol im a good boy most of the time 
1590,pos,@Mummyofmany Jesus heals 
1591,neg,7 hours left 
1592,pos,On the way to Roscoes...  .. Meet me on Sunset
1593,pos,@Redjotter congratulations you are the first entry! You win! it's yours and for free! 
1594,neg,Sad that I'm missing nacho fest right meowwwzzz. 
1595,neg,@supajulz omg!! you should see my face! My nose n head are proper bright red! And there's big gaps where I was wearing sunglasses!! Arghh 
1596,pos,"Like go green go positive with music Antonio 5 year old rapper from Atlanta,treat your kid to something that they can enjoy and be a kid "
1597,neg,Boo can't make #mashedlibneg9 (( alternate automated metadata/VRE meetings take priority 
1598,pos,@misterprozac I have a pink one I don't use 
1599,pos,@megodbike u r 2 funny...LOL....c u 2morrow at newspring 
1600,neg,Who's up twitters? I can't sleep 
1601,pos,@ellebartonxx i will soon. i plan on traveling the world 
1602,pos,@andymoo Try to sport once and awhile instead of sitting behind your computer 
1603,pos,Just failed my earth science test. Now im sitting in class waiting reading huck finn... Lunch next 
1604,neg,"@thomaselliott I cracked open this ass-coffee when I was between bags of beans, so now I feel obligated to drink it   It's drinkable."
1605,pos,Today is a food day! Lotsa food is coming to my belly. Thanking Heaven for this! 
1606,neg,Fathers day tomorrow. I dont get to see my daddy for another week. 
1607,pos, Feels like a giggly school girl!
1608,neg,i really want this one person to call me. because i miss him. 
1609,pos,Yeeeeees   
1610,pos,Morning (already??) tweeps 
1611,pos,"leave the Apple store, it was the magsafe, no need for a genius... "
1612,neg,I hate meeting people on campus and having to tell them I failed to graduate. Reliving the shame over and over is 'fun'. 
1613,neg,@Antharris88 Hmmmm my daily twittascope hasn't worked 
1614,neg,working on my task! hufp 
1615,neg,"aww, the sky is crying right now. "
1616,neg,@LoloNelson no i am in the desert I am not sick just sore fell off a ladder today 
1617,neg,Noo!! never     RE:mileycyrus: plllleeeasseee vote for me for the mtv movie awards! omgosh i am a nervous wreck  ahhh
1618,pos,@kpmuseneg1 yeah Im still laughing and still checking the board just for shits and giggles 
1619,pos,finally ordered some prospectuses. 
1620,neg,@Anthd1985 WHAT!!!!!! That's crap 
1621,pos,@ARIIXARII time to upgrade 
1622,neg,plane is malfunctioning 
1623,neg,@sheila_rossow I hope it wasn't because of my cake! 
1624,neg,@___lora your telling me 
1625,pos,&quot;@mileycyrus&quot;I vote for you 
1626,pos,@jleeneg7 No prob! You're tweets make me smile 
1627,neg,SAD  because i'm not going to watch videos until Tuesday. I'm going away. everyone stop making videos until i come back =D
1628,pos,"@takingnames hmm, I'll have to see if any of the stores around here have it "
1629,neg,@rachmar aw girl i didnt read that until now.  i hope you had a good last day! youre no longer a student at that awful school!&lt;3
1630,pos,rise and shine! why let the day go to waste after disovering the beatiful things in life 
1631,neg,@MCRsavedMilife hey. we havent talked in a while 
1632,neg,I hope the minimise to tray feature is restored on #TweetDeck soon 
1633,neg,"@stevekrzysiak Bummer of a reason for a post, though. "
1634,pos,had a very fun night just hanging out with friends...goodnight 
1635,neg,Taking Riyoko to get her shots 
1636,pos,"My fav Atari games   Missile Command, Space Invaders, Pong, Donkey Kong, Dig Dug, this 1 game that has two controllers and rocks!"
1637,pos,@spottydoggy work exp? is ok. lol better than school but everyone else hates where they are 
1638,neg,hiccups  or hiccoughs. whatever you prefer. they suck (mine are really loud and sound like i am belching every pos seconds)
1639,pos,"@stencilboy I get to listen to it at least twice a day on the train to and from work. Aaah, it's going to be awesome. "
1640,neg,"@crystal Could really use a hand as 3 of my support tickets were ignored, would love to just get a real person for just one minute! HELP! "
1641,pos,@fablefire another area or 2 w/some electives if you can...take advantage of the creative freedom to explore while you have it 1 more yr. 
1642,pos,im happy  lol-we just finished our deck and it looks AWESOME!!!
1643,neg,@wiccabuffy Doctors do suck  Really bad! Hope that its soon for you!
1644,neg,@xjerx I love LA ink. And Miami. And London's ok. That Louis guy from London Ink did two of my tattoo's and they're rubbish!! 
1645,pos,http://bit.ly/2xAZI  5 of my favorite people 
1646,neg, not many traks on the trak pack the only really giood 1 is we are the champions not even something like another 1 bites the dust with it
1647,pos,is going SWIMMING at Brittany's house!  NO MORE CAST!!!  
1648,neg,@KevinSpacey HI kevin !!! i did ask several questions but to no avail .... you ignored me 
1649,pos,"NitroJohn, how can you eat there?????  I have been there twice and got sick both times!!!!   I live in LaVerne id rather got to Zendajas  "
1650,neg,"dear leg/bone/knee, please stop throbbing. I can't sleep. "
1651,pos,"@_xotashhh Hmm, sort of. I'm taking Psychology next year! "
1652,pos,YES! I made it on to @feliciaday 's blog post about #feliciadayrumors !  http://bit.ly/dATwK
1653,neg,@hattiegarrisson what i didnt get any 
1654,neg,@dreski757 nah I don't finish til next yearrrr!!!   are u stayin in the bad news after graduation?
1655,neg,"AT WORK, MONDAY ALL OVER AGAIN.......WISH WEEEKENDS WERE LONGER  "
1656,pos,"@hipEchik almost, I don't think Danika drive Nascar, she drives Indy cars  Not terribly sure as I don't follow Nascar"
1657,neg,Finished reading &quot;Seven Ancient Wonders&quot;. Still not feeling better  Wonder what's for dinner 
1658,pos,@HeatherShorter  I'll send you motivational text messages during the day. 
1659,pos,@UrbanRelations Got sum behind the scene things going on rite now I hate not being able to talk about it  but the ans is &quot;everything&quot; LOL
1660,neg,promised she would go into central today and meet up with her drummer. Stupid central with their stupid tubes being closed 
1661,neg,"@The_Teach oh, i wish i had free movie weekend "
1662,neg,"Well, apparently I forgot that I'm out of melatonin...I'm probably gonna fall asleep at sunrise.  "
1663,neg,"ALL MYSPACE PROFILE VIEWS ARE LOST AND GONE FOREVER !!!  :@ :'(  , IM IN THE SHITTEST MOOD RIGHT BOUT NOW !!"
1664,neg,@Niish twilight is awesome &amp; I shoulda went to hepzis 
1665,neg,"I'm totally in the mood to make buttons, but all my supplies are at home "
1666,neg,Just got back from watching X-Men Origins:Wolverine.  Expected a little more action 
1667,pos,Just got onto the train in Leeds. FREE web  I get to twitter all the way to London with a querty keyboard rather than phone keypad.
1668,pos,i like reid.... but i'm biased because i'm also from philly  #The bachelorette
1669,pos,@yougotmichelle Did you get to see my new tattoo??  I did a twitpic of it a few days ago.
1670,neg,SAT homework 
1671,neg,At my dad's 
1672,pos,@jonasbrothers could you possibly give me a copy of LVATT early? please and thank you  lol xx
1673,pos,Working @ Skydive Greene County:::Come out and skydive!!! 
1674,pos,"Trying this twitter thing out. Facebook is finally a routine for me, now i need to figure out how to do the twitter thing "
1675,neg,Morning All - Monday morning back @ work  nice Sun outside hate being indoors wish i was drivin around today..........
1676,neg,"kill me now,please "
1677,neg,@Novablue ah honey.   so sorry you're sick.  xoxo.   ~slg
1678,neg,is getting ready to take Zed to the weekend pediatric clinic.  Poor girl has a sore throat 
1679,neg,@iamlauren we're the same.... only i think i have fever 
1680,pos,watchin these lames on the ustream........ lol jk they pretty funny 
1681,pos,"@hipmamacita That's rough, I can see why it's a struggle. Can you sleep on the coach for a few days?  lol"
1682,neg,oh and btw @Grandpa_Cooper died a long time ago 
1683,pos,Photo: my fave hilary duff movie.  http://tumblr.com/xgp1wwhmh
1684,neg,"Bummed   going to miss another #tweetea , wondering how to be in two places at once"
1685,pos,"See you next week, Twitterland "
1686,neg,just wants this sick feelin to goe away.. 
1687,pos,things are finally starting to shift in my life... i am relieved 
1688,neg,Oh godd... finally stopped working after another 13 hour day. Tired. Finals: t=-2. This is going to get a lot worse before it gets better 
1689,pos,"@its_shea You're right, our waitress last night at the Knick was awesome! "
1690,pos,@OnFrozenBlog I'll have to see for myself since I have Citi Field first-hand knowledge. 
1691,pos,"i am an otter and i like holding hands with my otter darling, ika "
1692,neg,there so many people tweeting #KEVINJONAS how come hes not getting into the trending topics ? 
1693,pos,"Wow, THE LAND BEFORE TIME is on sabc3... I loved this film. Amazing... "
1694,neg,"Cake's baked and just needs to be decorated now... laundry's in, dishes are half done. Not feeling well "
1695,neg,squirrel! where? i hate squirrels 
1696,pos,@therealTiffany Hey Tiffany! 
1697,neg,Josh fell over outside school he is a real mess  http://twitpic.com/6ogq8
1698,neg,my laptop has a virus  will backup tonight and reformat tomorrow.
1699,neg,@eithrael   bouncing was good... :p  But those do look like a handful. Need some assistance holding them? lol
1700,pos,"@StephanieLynnneg7 okie doke, see how this chappy goes and if theres anytihn you wanna see hapen in the future let me know "
1701,pos,@christy_denise i'm pretty sure he will..itll hit him one day! just keep your head up 
1702,pos,Looking forward to filming @fierceangels on 26th at El Divino 
1703,pos,And btw. Today is my 19th bday 
1704,pos,finally changed my myspace 
1705,pos,just getting off of work for the day! Hope everyone has a wonderful mother's day tomorrow! Hope you enjoy ur cheesecakes too! 
1706,neg,"just got caught in the rain walking back from asda, in my tshirt! "
1707,neg,sad because of stupid people  and happy because Lenka did SAFM!!!
1708,neg,Customer service and sales are NOT the same thing!!!! Aaahhhhhh! Man! 
1709,pos,@mayakibble1 love that movie and Bridgit! 
1710,neg,@walteralph I am lost. Please help me find a good home. 
1711,neg,what should i do? im still lonely without friends i really miss them  we had an arguement and it has been 2neg days =(
1712,pos,"@DaMessiah88 I guess u'll be up soon for work, wishing u fast and easy day at work "
1713,pos,late nite tv  work in exactly 12 hours
1714,neg,is depressed 
1715,pos,@margecuadera Good morning Marge! Aga mong mag-tweet a. 
1716,pos,Almost four days of using the new 13&quot; MBP &amp; I'm still in love. Sigh... 
1717,neg,Re-importing Hibernate from pom.xml into IntelliJ IDEA 
1718,pos,"@senona go back to bed girl!  Only the working should be up right now- and yes, that's me "
1719,neg,@catty Oh noooooooooo -  Grrrrrrrr to the world!
1720,pos,Waiting on his call.  &lt;3
1721,neg,im very excited for mtv movie awards but i guess i can't watch it.because i live in turkey.  i'll find it.
1722,neg,"Was gonna get a nifty piercing, but didn't think the piercer was that good  soo now I guess sleep?"
1723,pos,watched Hotel for Dogs with the girls on a pallet on the floor. they are now in bed and i'm considering it myself. 
1724,neg,@joshgard nah stuyding for finals  lol lame. i know. yay sbux
1725,pos,#digg if anybody needs any help with digg add me or @ me. I'll be more than happy to help. 
1726,neg,"missing u  ... where r u...hizhiz, u make me so worried, know it!?!..."
1727,neg,Just found out that my great-grandpa is in the hospital 
1728,neg,"I'm about to die- been gardening in the blazing sun, and I need to get it finished today "
1729,pos,@conrey just emailed you. Let me know if you're interested 
1730,neg,"@ms6cr8ive they fixed the free twitterrific, not the premium one yet.    back to using Tweetie for the time."
1731,pos, Friday Friday Friday I love Friday's and it's a Smilin Hawaiin Friday 
1732,pos,@HollyYM good luck  xxxxx
1733,pos,"@LawrencePearce Many Happy Returns, Mr Pearce! *sends over vampire!strippers "
1734,pos,woooh! the weekend is finally here 
1735,neg,@taraanson yeh mums knitting a cardi soon. probs coz i stole all of hers hehehe the dog at my knitting needle so i cant do any more yet 
1736,pos,"Been fun, now to see what my family are up to. See you soon though "
1737,neg,I`m not yet ready for school start 
1738,pos,@darpos7pos 1negam flight is not too far away...  sleep well and get up by 7am  Hope u enjoyed Tukwila
1739,pos,Maybe I've just seen The Unbearable Lightness Of Being too recently 
1740,pos,@Silverlines - So befriender has got its rival now - defriender. 
1741,pos,1neg days  thanks for reminding me &lt;3
1742,pos,@joeyblake i've done more damage to a Mac with tap to click... 
1743,neg,"Home from project grad, so exhausted. Working now.  visit me"
1744,pos,"Feeling better about life, just got my coke! On my way home to cook myself a great breakfast "
1745,neg,"Now, if I could only add a &quot;teacher&quot; folder for the content of my children's teachers... not happening "
1746,pos,@musice thanks for the recommendation 
1747,pos,Getting my hair did  hanging with Ashley. But I think I broke my knee cap.
1748,neg,"Taking care of @hellosheena , not feeling well today "
1749,neg,ew it's been raining alllll day  going for a jog (soft J!) at the gym then maybe reading some school stuff..?
1750,pos,Looking forward to the movie New Moon.I was just watching interviews about it and I can't wait for it to come out in November  
1751,neg,"went on a long 1neg mile bike ride today, then it started raining "
1752,pos,"I really, really, really want to give you a sucker punch! "
1753,pos,@ikidboogiei hmmm i think it was around there 
1754,pos,So were now mini celebraties at our local corner shop because of Mr Moyles  even the DHL man is wanting a shout out on wednesday
1755,pos,@dmclain55 ubertwitter is better.  Slacker is better.  And of course workexpress 
1756,neg,"second time around, very pretty.. not so tasty "
1757,pos,"@Roses_Are_Red Hey, that's usually my line! lol kidding! Let's go "
1758,pos,"@tweetypieneg8 Sounds like a fun, relaxing evening! Enjoy! Talk to you later! "
1759,pos,now i just got out of bed and i'm goin to get dressed and maybe go out somewhere lol 
1760,pos,"@Tortue hahaha , raise the topic in negtoneg1 program too   #negtoneg1"
1761,pos,Starting a new trending topic... hopefully it'll catch on! 
1762,pos,@markpeak ??????????? CC ?????????????????????????????????????????????????????? ???????? 
1763,pos,@mileycyrus awwww  cute! What about Taylor? Hahah you should go in one of her myspace vids 
1764,pos,"Good to see Vettel on pole...hopefully we will get a very good, quick, and many overtakes etc over the course of the race. "
1765,neg,my head hurts!!!   i took 3 aleve and it hasnt done shit!!
1766,neg,@fubrub @jjmaa  it gives you a lot of points...  LOL
1767,neg,@Trinipilot nah..only wknds.wkdays im up by pos so............  well u hav fun.pos me 2
1768,neg,my boyfriend just broke up with me 
1769,neg,"@squarespace Will it beme, I've put a $2negneg bet on that it won't be. Either way I lose  #Squarespace"
1770,neg,this weather is so depressing 
1771,pos,I like bongs now. 
1772,neg,im soo sick of living in australia. i totally wanna go back to nz 
1773,neg,@AliButterfli I miss you too.  Sad allure! We had an amazing weekend. Can't wait for the posth.
1774,neg,"@markpeters77 Haha sorry! and Im very jealous, its not here...Its still rainy and wet! "
1775,pos,don't you love it?  &quot;atebits&quot;.com?  
1776,pos,I'm persistent if nothing else!!    SWBL demo - M5
1777,neg,OG yesteday Cedric died  I watched HP and cryed when he died 
1778,pos,@stoleallhearts whats the study text thing ?  x
1779,pos,just got back frm the beach 
1780,neg,@wordman199pos why can't we do the diet coke and mentos thing? 
1781,neg,@jennettemccurdy Hope my car gets back to normal soon.  Weird day today.  
1782,pos,"Last day of work until June 15th.   After that, work gets revenge...back to back travel weeks. "
1783,pos,@spsheridan that was honest praise 
1784,neg,@tear96 Oh no I hope you don't get the flu 
1785,pos,@Wossy Hes one of my favourite authors. 
1786,neg,Wow still haven't slept. Lots of retail therapy today...I miss cole. He left this morning 
1787,neg,"@orangatrang lol I don't think I do. If They do background check on me,  "
1788,pos,is very motivated to finish her holiday assignments right now. 
1789,pos,No it's ok I LIKE doing dishes for 2negneg people by myself! *collapses*  Time for bed &amp; yard sales before work tomorrow! 
1790,neg,"So glad it is the weekend. And I'm not sick anymore! Just have to avoid a relapse, which may mean taking it easy... boo!  I wanna party!"
1791,pos,"download festival was AMAZING! slipknot, prodigy and billy talent easiestly the best bands there. drank plenty with awesome friends "
1792,pos,Open Platforms and Innovation http://bit.ly/oCAVx good title 
1793,pos,"Dad's leaving for china in an hour, HELLO KNOCK OFFS! "
1794,pos,follow @pinklaady 
1795,neg,@fox_sake being at work on a bank holiday Monday = fail 
1796,neg,says DAMN IT! Walang mga prof! Sayang ang get up!  sobrang pinaghandaan ko pa naman ang 1st day!! (tears)... http://plurk.com/p/11tb3c
1797,pos,@EricsTXGal It's quite cozy in here when there is more than one person in Chell's pussy.  Come on in miss Kim 
1798,neg,Sore leg. Sore neck. Sore foot. Sore nose. Burnt ankle. Sun burn. I think I'm breaking... 
1799,pos,"@daoism ginger, garlic, and kosher sea salt water? That a new one for a sore throat "
1800,pos,"@MrsRjizzle No, I really like your blog (reading it now lol)!  I love your FOTDs "
1801,pos,@waelfromthebloc THATS GENIUS YOU PAY Neither!! you take it to them and they cancel it cause its the law 
1802,neg,My best mate found out that I am moving. She doesn't understand I wanna do something with my life; Leaving to go to Uni.. 
1803,pos,"@DAANGaudrey kaay, we'll pick you up like at one or something. ionoo? I'll call. "
1804,neg,Having a corona by the beach. like the commercials cept the hot chick 
1805,neg,@Dr_Keith Yeah...fun stuff.  Loved it.  Miss it.    Might go back to school one day and become a RN.
1806,pos,@LadyProducHer here goes the link http://bit.ly/jh5Fm and whatever fits for you ms. just let me know what i need to do  THANK YOU
1807,pos,@Poetic_line Good-night!!!! 
1808,pos,"Go carting continues. It's like Fast &amp; the Furious. Except w/out tricked-out cars, nitrous, special FXs &amp; cool music. Otherwise the same. "
1809,pos,"@Naiadrisa Heh, that's happened to me before too. Hope the rest of your week goes better! "
1810,pos,Listening music with my friend 
1811,pos,thinking about how things happen if you just believe... 
1812,neg,Its so rainy 
1813,neg,@jesstar6192neg8  im wastin away!
1814,neg,"OMG @idflyfan55 fell asleep, while I was talking to her!  sad moment in my life.."
1815,pos,"Lowry park zoooo today! as long as it doesnt rain!   It's only 5 dollars to get in today, before 5pm  YAYAY! the zoo is my favorite place!"
1816,neg,I wish I wish among a Star that HGTV would come to my house...    I need ideas for my Entry way.
1817,pos,@jonasbrothers http://twitpic.com/5j3uq - Joe i love your sandals xD you look so cute and funny  Thankz for coming to peru!!!
1818,neg,http://yawoot.com/post/3156 &lt;&lt; Superdog was staged  oh well still pretty cool
1819,pos,off 2 work now in the sun 
1820,neg,"You know, I shouldn't have to educate the Dutch on Lethal Weapon JUST to get one of my jokes...  "
1821,pos,@ChocoMae our addiction is killing meee!  grabe pg stalk mo ah! hehe  http:www.twitter.com/duchessneg7 http:www.plurk.com/Eesshh
1822,neg,@Enamoredsoul i hate sitting at home on weekends. going back to sleep now 
1823,neg,"my phone doesn't viberate anymore, damn you iPhones I knew you were to good to be true "
1824,neg,"I love my darling. But he don't know that I love him, because he has a girlfriend and he won't like me like a friend anymore...  "
1825,pos,@happn_in_vegas  hey thanks for following 
1826,pos,@AtomicTrash really. I live an hour away from my work &amp; driving is a bit tiring. Just cry and tell him to come home  they dont like tears
1827,neg,@Aundrea713 so.. i just found this twitter deal.  i keep hearing people say they love to &quot;tweet&quot;  ...kinda makes me smile.  miss you 
1828,pos,Amy is actually nervous haha  katy perry keeps singing to me.. That'll do for calming my nerves!  Oh and I &lt;3 Chris 
1829,pos,"@DonnieWahlberg in Chicago, excited for 6/26, and waiting for my face time.    what kind do you want???"
1830,pos,@TWM_Expo looking forward to it - exciting potential 
1831,pos,"@TheCrazyKat for sure. all the time. however... since it rained all day today, its not as bad. "
1832,neg,Well my best friend is on route to Italy and im stuck here in Northern Ireland 
1833,pos,Goodmorning  ooh i cant belive last night i didnt watch PATD on world stage :|
1834,neg,"theres a cookout @ my house, but i have 2 work!!!! "
1835,neg,is doing homework 
1836,pos,@oooweeeitsjaeL Just wanted to say heY to my Bud ....Yamie Ur the cooleSt 
1837,pos,@wheetle Hahahaha  Gotta look for bread. 
1838,neg,must have been the first WE since a while that nobody logged my caches 
1839,pos,@thetricktolife I'm listening! Give me a shout out lol 
1840,pos,pretty proud of my productivity this weekend 
1841,pos,"@tommcfly don't worry, they love you "
1842,pos,@Marston it was a blast as usual.  i will be testing your &quot;social media expert&quot; theory... right now 
1843,neg,Just been ranting down the phone at a tactless insurance firm. Notified them when my dog died n they're still asking me for money!! 
1844,neg,"@LittleMissBob Home, but too late  I'll talk to you when you get home tonight"
1845,neg,So tired out from work and the week hasn't even started 
1846,pos,What's your favourite KFC meal? Mine's 3 piece variety meal with gravy. 
1847,pos,@akmurrah oh my lord..I vote we have a baking party and make one of those suckers..and watch the office. 
1848,pos,Good morning!  just woke up. no plans today. how sad. not really. i get to relax. i love to relax  yippieee!!!
1849,pos,"I crave Mexican food. Fajitas and Chimichungas with LOTS of guacamole. And then, of course, there's always you. "
1850,neg,has got an upset stomach 
1851,pos,taking mum to lunch for mothers day 
1852,pos,Someome amazing just called me. I'm really happy he did. 
1853,neg,"@krysti_leonard I love you so much and I hope you can love me, even if I can't go to Florida. I still want to, but I don't know. "
1854,pos,"@mutairy Nope. In my line of work it's &quot;As long as my boss keeps pretending he's paying me enough, I'll keep pretending to work hard&quot; "
1855,pos,Welcome to Twitter- @subowers  !  
1856,neg,"@piratevampXD  But i dont think that he got the bruises from the car accident, cuz the cab only hitted his hip"
1857,neg,"Is back in work after fab few days away in the caravan, oh Why do i have to work "
1858,neg,"Here we go again...Another sodding Vampire request! And no metion of them wearing either leather boots, corsets or gloves! "
1859,neg,@EleaB I avoid the sun as much as possible.  It makes me go all red and itchy 
1860,pos,First kansas rainbow outside our apt 
1861,pos,@JonaifiedNsyncr HAHA! The're reserved for one person only!  Sorry
1862,pos,bed time 
1863,pos,"@greentm @softpinklace @techherding @danielwolden He's really enjoying the heat outdoors, thank you for your help! "
1864,neg,@ghanaboy1pos when did you meet whitney from the city ?! sooo jealous 
1865,pos,@netaneo no luck with the 'nappes 3' ? 
1866,neg,First shift back at maccy d's...losing the will to live already! 
1867,neg,"ed: marvel wiki is sick, it's so detailed. me: mmmmm cookie. ed:  ignored"
1868,neg,I really wish i would quit getting emails about baby stuff 
1869,neg,bout to go to work 
1870,pos,"@CodyDitto I have a blackberry, and I like it loads.  but iphones are cooler in my opinion, if you really like to have the world at yo ..."
1871,neg,"why is that i always ruin shows for myself... only up to season pos of one tree hill, yet i watched the final scene of season 6.. "
1872,neg,"@jessipropst I spilled water on a girl earlier.  Fortunately, we discovered that we were friends and she'd brought back-up clothes."
1873,pos,"great fun today  we'll miss you, seniors!!"
1874,pos,Heading to church...Lakers won!! A good day. 
1875,neg,@BOSSneg515 oh no!!! when are u moving?? will i get to see you before u leave? 
1876,neg,Think my old cat might be getting a cataract.  he has a poorly eye and now it looks like the outside has a opaque film on part of it.
1877,pos,@runnerkara Tell me about it. I guess that's why you have to do something you're PASSIONATE about. That's the only way you'll make it. 
1878,neg,Awwww #familyforce5 isn't on the top trend topics anymore.  
1879,neg,oh and oh how hot it is !!! 
1880,neg,@gracetanglefoot what? You won't be two blocks away any more? 
1881,neg,Looking for a special girl  im fed up of bein hurt 
1882,neg,GOD why ME?????? I need another vacation      
1883,pos,Going to see the hangover with my besties 
1884,neg,"were are your best friends when you need them  im going to bed, goodnight to you all, x"
1885,neg,@StevenSmithsays mighty boosh. 
1886,pos,wallhanging project: some new progress - embroidery finished  http://bit.ly/qlxyU
1887,neg,...I just drank about 19oz of coffee... It wants a comeback versus my other 5oz. 
1888,pos,@kacdefiesta oh ok. Charles.Ü And how is he gonna answer my question? 
1889,pos,@BobbieSea hahaha bit late for that. ;p  last one was Julian Smith 
1890,neg,"on the phone with Arvest, the girl on the phone is breathing into the mic on the phone... not sound as good as Darth Vader... "
1891,pos,@ShermanHu Hi Sherman...ice cream and parks that's the perfect combination for kids and summer 
1892,neg,I just woke up 
1893,pos,i want to show yous but the colour isnt showing on the cam! i gurss yous will have to wait 8 days 
1894,neg,I can't get updates on my phone from other people for some reason 
1895,pos,**** OPTIMIZE YOUR TWEETING  **** http://www.tweetlater.com/87neg96.html
1896,neg,Jay and Matt really hate each other.  This makes me sad. 
1897,neg,"&quot;Я подпи�?ал�?�? на вашу RSS ленту, но �?ообщени�? почему-то в виде каких-то квадратов  Как �?то и�?править?&quot; Пойти нах и забыть про мою RSS ))"
1898,neg,Aw I forgot to take a picture of it and that's the last one I will ever eat because they discontinued it. 
1899,neg,"@barb_mallon Oh no!!! Holler as soon as you know how he is, ok?? "
1900,neg,work soon 
